"","Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável","Sexo (Código)","Sexo","Idade (Código)","Idade","Forma de declaração da idade (Código)","Forma de declaração da idade"
"27252","3","Unidade da Federação","45","Pessoas",22790,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6629","76 anos","6555","Data de nascimento"
"27253","3","Unidade da Federação","45","Pessoas",1890,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6629","76 anos","6556","Idade presumida"
"27254","3","Unidade da Federação","45","Pessoas",22699,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6630","77 anos","113635","Total"
"27255","3","Unidade da Federação","45","Pessoas",21219,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6630","77 anos","6555","Data de nascimento"
"27256","3","Unidade da Federação","45","Pessoas",1480,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6630","77 anos","6556","Idade presumida"
"27257","3","Unidade da Federação","45","Pessoas",20313,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6631","78 anos","113635","Total"
"27258","3","Unidade da Federação","45","Pessoas",18591,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6631","78 anos","6555","Data de nascimento"
"27259","3","Unidade da Federação","45","Pessoas",1722,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6631","78 anos","6556","Idade presumida"
"27260","3","Unidade da Federação","45","Pessoas",18165,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6632","79 anos","113635","Total"
"27261","3","Unidade da Federação","45","Pessoas",16899,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6632","79 anos","6555","Data de nascimento"
"27262","3","Unidade da Federação","45","Pessoas",1266,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6632","79 anos","6556","Idade presumida"
"27263","3","Unidade da Federação","45","Pessoas",64852,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","113635","Total"
"27264","3","Unidade da Federação","45","Pessoas",59000,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","6555","Data de nascimento"
"27265","3","Unidade da Federação","45","Pessoas",5852,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","6556","Idade presumida"
"27266","3","Unidade da Federação","45","Pessoas",16188,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6633","80 anos","113635","Total"
"27267","3","Unidade da Federação","45","Pessoas",14576,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6633","80 anos","6555","Data de nascimento"
"27268","3","Unidade da Federação","45","Pessoas",1612,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6633","80 anos","6556","Idade presumida"
"27269","3","Unidade da Federação","45","Pessoas",14126,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6634","81 anos","113635","Total"
"27270","3","Unidade da Federação","45","Pessoas",13201,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6634","81 anos","6555","Data de nascimento"
"27271","3","Unidade da Federação","45","Pessoas",925,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6634","81 anos","6556","Idade presumida"
"27272","3","Unidade da Federação","45","Pessoas",13033,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6635","82 anos","113635","Total"
"27273","3","Unidade da Federação","45","Pessoas",11857,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6635","82 anos","6555","Data de nascimento"
"27274","3","Unidade da Federação","45","Pessoas",1176,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6635","82 anos","6556","Idade presumida"
"27275","3","Unidade da Federação","45","Pessoas",11593,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6636","83 anos","113635","Total"
"27276","3","Unidade da Federação","45","Pessoas",10546,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6636","83 anos","6555","Data de nascimento"
"27277","3","Unidade da Federação","45","Pessoas",1047,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6636","83 anos","6556","Idade presumida"
"27278","3","Unidade da Federação","45","Pessoas",9912,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6637","84 anos","113635","Total"
"27279","3","Unidade da Federação","45","Pessoas",8820,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6637","84 anos","6555","Data de nascimento"
"27280","3","Unidade da Federação","45","Pessoas",1092,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6637","84 anos","6556","Idade presumida"
"27281","3","Unidade da Federação","45","Pessoas",30725,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","113635","Total"
"27282","3","Unidade da Federação","45","Pessoas",27386,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","6555","Data de nascimento"
"27283","3","Unidade da Federação","45","Pessoas",3339,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","6556","Idade presumida"
"27284","3","Unidade da Federação","45","Pessoas",8238,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6638","85 anos","113635","Total"
"27285","3","Unidade da Federação","45","Pessoas",7353,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6638","85 anos","6555","Data de nascimento"
"27286","3","Unidade da Federação","45","Pessoas",885,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6638","85 anos","6556","Idade presumida"
"27287","3","Unidade da Federação","45","Pessoas",7374,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6639","86 anos","113635","Total"
"27288","3","Unidade da Federação","45","Pessoas",6541,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6639","86 anos","6555","Data de nascimento"
"27289","3","Unidade da Federação","45","Pessoas",833,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6639","86 anos","6556","Idade presumida"
"27290","3","Unidade da Federação","45","Pessoas",6126,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6640","87 anos","113635","Total"
"27291","3","Unidade da Federação","45","Pessoas",5476,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6640","87 anos","6555","Data de nascimento"
"27292","3","Unidade da Federação","45","Pessoas",650,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6640","87 anos","6556","Idade presumida"
"27293","3","Unidade da Federação","45","Pessoas",4880,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6641","88 anos","113635","Total"
"27294","3","Unidade da Federação","45","Pessoas",4329,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6641","88 anos","6555","Data de nascimento"
"27295","3","Unidade da Federação","45","Pessoas",551,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6641","88 anos","6556","Idade presumida"
"27296","3","Unidade da Federação","45","Pessoas",4107,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6642","89 anos","113635","Total"
"27297","3","Unidade da Federação","45","Pessoas",3687,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6642","89 anos","6555","Data de nascimento"
"27298","3","Unidade da Federação","45","Pessoas",420,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6642","89 anos","6556","Idade presumida"
"27299","3","Unidade da Federação","45","Pessoas",10619,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","113635","Total"
"27300","3","Unidade da Federação","45","Pessoas",9221,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","6555","Data de nascimento"
"27301","3","Unidade da Federação","45","Pessoas",1398,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","6556","Idade presumida"
"27302","3","Unidade da Federação","45","Pessoas",3287,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6643","90 anos","113635","Total"
"27303","3","Unidade da Federação","45","Pessoas",2858,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6643","90 anos","6555","Data de nascimento"
"27304","3","Unidade da Federação","45","Pessoas",429,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6643","90 anos","6556","Idade presumida"
"27305","3","Unidade da Federação","45","Pessoas",2605,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6644","91 anos","113635","Total"
"27306","3","Unidade da Federação","45","Pessoas",2340,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6644","91 anos","6555","Data de nascimento"
"27307","3","Unidade da Federação","45","Pessoas",265,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6644","91 anos","6556","Idade presumida"
"27308","3","Unidade da Federação","45","Pessoas",2146,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6645","92 anos","113635","Total"
"27309","3","Unidade da Federação","45","Pessoas",1845,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6645","92 anos","6555","Data de nascimento"
"27310","3","Unidade da Federação","45","Pessoas",301,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6645","92 anos","6556","Idade presumida"
"27311","3","Unidade da Federação","45","Pessoas",1465,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6646","93 anos","113635","Total"
"27312","3","Unidade da Federação","45","Pessoas",1245,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6646","93 anos","6555","Data de nascimento"
"27313","3","Unidade da Federação","45","Pessoas",220,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6646","93 anos","6556","Idade presumida"
"27314","3","Unidade da Federação","45","Pessoas",1116,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6647","94 anos","113635","Total"
"27315","3","Unidade da Federação","45","Pessoas",933,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6647","94 anos","6555","Data de nascimento"
"27316","3","Unidade da Federação","45","Pessoas",183,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6647","94 anos","6556","Idade presumida"
"27317","3","Unidade da Federação","45","Pessoas",2175,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","113635","Total"
"27318","3","Unidade da Federação","45","Pessoas",1854,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","6555","Data de nascimento"
"27319","3","Unidade da Federação","45","Pessoas",321,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","6556","Idade presumida"
"27320","3","Unidade da Federação","45","Pessoas",764,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6648","95 anos","113635","Total"
"27321","3","Unidade da Federação","45","Pessoas",659,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6648","95 anos","6555","Data de nascimento"
"27322","3","Unidade da Federação","45","Pessoas",105,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6648","95 anos","6556","Idade presumida"
"27323","3","Unidade da Federação","45","Pessoas",572,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6649","96 anos","113635","Total"
"27324","3","Unidade da Federação","45","Pessoas",481,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6649","96 anos","6555","Data de nascimento"
"27325","3","Unidade da Federação","45","Pessoas",91,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6649","96 anos","6556","Idade presumida"
"27326","3","Unidade da Federação","45","Pessoas",404,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6650","97 anos","113635","Total"
"27327","3","Unidade da Federação","45","Pessoas",345,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6650","97 anos","6555","Data de nascimento"
"27328","3","Unidade da Federação","45","Pessoas",59,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6650","97 anos","6556","Idade presumida"
"27329","3","Unidade da Federação","45","Pessoas",264,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6651","98 anos","113635","Total"
"27330","3","Unidade da Federação","45","Pessoas",216,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6651","98 anos","6555","Data de nascimento"
"27331","3","Unidade da Federação","45","Pessoas",48,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6651","98 anos","6556","Idade presumida"
"27332","3","Unidade da Federação","45","Pessoas",171,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6652","99 anos","113635","Total"
"27333","3","Unidade da Federação","45","Pessoas",153,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6652","99 anos","6555","Data de nascimento"
"27334","3","Unidade da Federação","45","Pessoas",18,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6652","99 anos","6556","Idade presumida"
"27335","3","Unidade da Federação","45","Pessoas",307,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","113635","Total"
"27336","3","Unidade da Federação","45","Pessoas",252,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","6555","Data de nascimento"
"27337","3","Unidade da Federação","45","Pessoas",55,"43","Rio Grande do Sul","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","6556","Idade presumida"
"27338","3","Unidade da Federação","45","Pessoas",5627214,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","100362","Total","113635","Total"
"27339","3","Unidade da Federação","45","Pessoas",5159531,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","100362","Total","6555","Data de nascimento"
"27340","3","Unidade da Federação","45","Pessoas",467683,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","100362","Total","6556","Idade presumida"
"27341","3","Unidade da Federação","45","Pessoas",298843,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","113635","Total"
"27342","3","Unidade da Federação","45","Pessoas",278346,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","6555","Data de nascimento"
"27343","3","Unidade da Federação","45","Pessoas",20497,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","6556","Idade presumida"
"27344","3","Unidade da Federação","45","Pessoas",55186,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","113635","Total"
"27345","3","Unidade da Federação","45","Pessoas",52817,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","6555","Data de nascimento"
"27346","3","Unidade da Federação","45","Pessoas",2369,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","6556","Idade presumida"
"27347","3","Unidade da Federação","45","Pessoas",4563,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","113635","Total"
"27348","3","Unidade da Federação","45","Pessoas",4531,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","6555","Data de nascimento"
"27349","3","Unidade da Federação","45","Pessoas",32,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","6556","Idade presumida"
"27350","3","Unidade da Federação","45","Pessoas",4452,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93072","1 mês","113635","Total"
"27351","3","Unidade da Federação","45","Pessoas",4263,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93072","1 mês","6555","Data de nascimento"
"27352","3","Unidade da Federação","45","Pessoas",189,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93072","1 mês","6556","Idade presumida"
"27353","3","Unidade da Federação","45","Pessoas",4767,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93073","2 meses","113635","Total"
"27354","3","Unidade da Federação","45","Pessoas",4574,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93073","2 meses","6555","Data de nascimento"
"27355","3","Unidade da Federação","45","Pessoas",193,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93073","2 meses","6556","Idade presumida"
"27356","3","Unidade da Federação","45","Pessoas",4671,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93074","3 meses","113635","Total"
"27357","3","Unidade da Federação","45","Pessoas",4458,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93074","3 meses","6555","Data de nascimento"
"27358","3","Unidade da Federação","45","Pessoas",213,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93074","3 meses","6556","Idade presumida"
"27359","3","Unidade da Federação","45","Pessoas",5005,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93075","4 meses","113635","Total"
"27360","3","Unidade da Federação","45","Pessoas",4812,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93075","4 meses","6555","Data de nascimento"
"27361","3","Unidade da Federação","45","Pessoas",193,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93075","4 meses","6556","Idade presumida"
"27362","3","Unidade da Federação","45","Pessoas",4344,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93076","5 meses","113635","Total"
"27363","3","Unidade da Federação","45","Pessoas",4142,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93076","5 meses","6555","Data de nascimento"
"27364","3","Unidade da Federação","45","Pessoas",202,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93076","5 meses","6556","Idade presumida"
"27365","3","Unidade da Federação","45","Pessoas",4358,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93077","6 meses","113635","Total"
"27366","3","Unidade da Federação","45","Pessoas",4105,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93077","6 meses","6555","Data de nascimento"
"27367","3","Unidade da Federação","45","Pessoas",253,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93077","6 meses","6556","Idade presumida"
"27368","3","Unidade da Federação","45","Pessoas",4868,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93078","7 meses","113635","Total"
"27369","3","Unidade da Federação","45","Pessoas",4616,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93078","7 meses","6555","Data de nascimento"
"27370","3","Unidade da Federação","45","Pessoas",252,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93078","7 meses","6556","Idade presumida"
"27371","3","Unidade da Federação","45","Pessoas",4448,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93079","8 meses","113635","Total"
"27372","3","Unidade da Federação","45","Pessoas",4183,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93079","8 meses","6555","Data de nascimento"
"27373","3","Unidade da Federação","45","Pessoas",265,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93079","8 meses","6556","Idade presumida"
"27374","3","Unidade da Federação","45","Pessoas",4621,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93080","9 meses","113635","Total"
"27375","3","Unidade da Federação","45","Pessoas",4376,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93080","9 meses","6555","Data de nascimento"
"27376","3","Unidade da Federação","45","Pessoas",245,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93080","9 meses","6556","Idade presumida"
"27377","3","Unidade da Federação","45","Pessoas",4624,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93081","10 meses","113635","Total"
"27378","3","Unidade da Federação","45","Pessoas",4476,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93081","10 meses","6555","Data de nascimento"
"27379","3","Unidade da Federação","45","Pessoas",148,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93081","10 meses","6556","Idade presumida"
"27380","3","Unidade da Federação","45","Pessoas",4465,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93082","11 meses","113635","Total"
"27381","3","Unidade da Federação","45","Pessoas",4281,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93082","11 meses","6555","Data de nascimento"
"27382","3","Unidade da Federação","45","Pessoas",184,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93082","11 meses","6556","Idade presumida"
"27383","3","Unidade da Federação","45","Pessoas",56051,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6558","1 ano","113635","Total"
"27384","3","Unidade da Federação","45","Pessoas",52916,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6558","1 ano","6555","Data de nascimento"
"27385","3","Unidade da Federação","45","Pessoas",3135,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6558","1 ano","6556","Idade presumida"
"27386","3","Unidade da Federação","45","Pessoas",60597,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6559","2 anos","113635","Total"
"27387","3","Unidade da Federação","45","Pessoas",56311,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6559","2 anos","6555","Data de nascimento"
"27388","3","Unidade da Federação","45","Pessoas",4286,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6559","2 anos","6556","Idade presumida"
"27389","3","Unidade da Federação","45","Pessoas",62872,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6560","3 anos","113635","Total"
"27390","3","Unidade da Federação","45","Pessoas",57770,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6560","3 anos","6555","Data de nascimento"
"27391","3","Unidade da Federação","45","Pessoas",5102,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6560","3 anos","6556","Idade presumida"
"27392","3","Unidade da Federação","45","Pessoas",64137,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6561","4 anos","113635","Total"
"27393","3","Unidade da Federação","45","Pessoas",58532,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6561","4 anos","6555","Data de nascimento"
"27394","3","Unidade da Federação","45","Pessoas",5605,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6561","4 anos","6556","Idade presumida"
"27395","3","Unidade da Federação","45","Pessoas",325131,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","113635","Total"
"27396","3","Unidade da Federação","45","Pessoas",292735,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","6555","Data de nascimento"
"27397","3","Unidade da Federação","45","Pessoas",32396,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","6556","Idade presumida"
"27398","3","Unidade da Federação","45","Pessoas",63508,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6562","5 anos","113635","Total"
"27399","3","Unidade da Federação","45","Pessoas",57457,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6562","5 anos","6555","Data de nascimento"
"27400","3","Unidade da Federação","45","Pessoas",6051,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6562","5 anos","6556","Idade presumida"
"27401","3","Unidade da Federação","45","Pessoas",66054,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6563","6 anos","113635","Total"
"27402","3","Unidade da Federação","45","Pessoas",59667,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6563","6 anos","6555","Data de nascimento"
"27403","3","Unidade da Federação","45","Pessoas",6387,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6563","6 anos","6556","Idade presumida"
"27404","3","Unidade da Federação","45","Pessoas",66828,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6564","7 anos","113635","Total"
"27405","3","Unidade da Federação","45","Pessoas",60097,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6564","7 anos","6555","Data de nascimento"
"27406","3","Unidade da Federação","45","Pessoas",6731,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6564","7 anos","6556","Idade presumida"
"27407","3","Unidade da Federação","45","Pessoas",64351,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6565","8 anos","113635","Total"
"27408","3","Unidade da Federação","45","Pessoas",57943,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6565","8 anos","6555","Data de nascimento"
"27409","3","Unidade da Federação","45","Pessoas",6408,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6565","8 anos","6556","Idade presumida"
"27410","3","Unidade da Federação","45","Pessoas",64390,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6566","9 anos","113635","Total"
"27411","3","Unidade da Federação","45","Pessoas",57571,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6566","9 anos","6555","Data de nascimento"
"27412","3","Unidade da Federação","45","Pessoas",6819,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6566","9 anos","6556","Idade presumida"
"27413","3","Unidade da Federação","45","Pessoas",308669,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","113635","Total"
"27414","3","Unidade da Federação","45","Pessoas",279628,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","6555","Data de nascimento"
"27415","3","Unidade da Federação","45","Pessoas",29041,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","6556","Idade presumida"
"27416","3","Unidade da Federação","45","Pessoas",62742,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6567","10 anos","113635","Total"
"27417","3","Unidade da Federação","45","Pessoas",57266,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6567","10 anos","6555","Data de nascimento"
"27418","3","Unidade da Federação","45","Pessoas",5476,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6567","10 anos","6556","Idade presumida"
"27419","3","Unidade da Federação","45","Pessoas",62409,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6568","11 anos","113635","Total"
"27420","3","Unidade da Federação","45","Pessoas",56939,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6568","11 anos","6555","Data de nascimento"
"27421","3","Unidade da Federação","45","Pessoas",5470,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6568","11 anos","6556","Idade presumida"
"27422","3","Unidade da Federação","45","Pessoas",62435,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6569","12 anos","113635","Total"
"27423","3","Unidade da Federação","45","Pessoas",56607,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6569","12 anos","6555","Data de nascimento"
"27424","3","Unidade da Federação","45","Pessoas",5828,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6569","12 anos","6556","Idade presumida"
"27425","3","Unidade da Federação","45","Pessoas",61071,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6570","13 anos","113635","Total"
"27426","3","Unidade da Federação","45","Pessoas",55014,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6570","13 anos","6555","Data de nascimento"
"27427","3","Unidade da Federação","45","Pessoas",6057,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6570","13 anos","6556","Idade presumida"
"27428","3","Unidade da Federação","45","Pessoas",60012,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6571","14 anos","113635","Total"
"27429","3","Unidade da Federação","45","Pessoas",53802,"43","Rio Grande do Sul","2022","2022","93","População residente","5","Mulheres","6571","14 anos","6555","Data de nascimento"
