"code_muni";"dom_resp_h_branca";"dom_resp_h_preta";"dom_resp_h_amarela";"dom_resp_h_parda";"dom_resp_h_indigena";"dom_resp_m_branca";"dom_resp_m_preta";"dom_resp_m_amarela";"dom_resp_m_parda";"dom_resp_m_indigena"
"3131307";17140;6064;93;24240;36;13380;4797;100;19831;57
"3131406";382;67;NA;397;1;319;46;NA;322;NA
"3131505";1441;171;2;479;1;824;119;NA;316;NA
"3131604";786;125;1;494;NA;525;142;2;418;2
"3131703";5985;4090;18;12194;17;4462;3183;34;9745;24
"3131802";616;254;4;1334;4;524;195;5;978;4
"3131901";3823;1568;7;5095;6;2889;1081;14;3666;7
"3132008";209;57;4;564;NA;158;41;2;422;NA
"3132107";464;506;5;1754;164;342;507;4;1491;108
"3132206";1890;336;7;834;4;1267;264;11;589;2
"3132305";393;227;1;1244;1;325;216;4;1088;3
"3132404";13130;1198;72;4428;5;10491;984;26;3291;13
"3132503";1603;612;5;3743;4;1472;553;7;3701;2
"3132602";396;149;NA;291;NA;233;118;1;199;NA
"3132701";718;689;1;2318;4;598;622;6;2447;7
"3132800";124;33;NA;306;1;90;23;NA;251;NA
"3132909";1294;139;2;763;3;1081;131;2;632;1
"3133006";2000;156;1;676;1;1747;128;2;582;NA
"3133105";2005;177;5;489;NA;2171;192;3;450;1
"3133204";810;220;3;1435;1;578;177;5;1057;2
"3133303";794;382;2;2262;1;748;372;NA;2344;1
"3133402";2015;243;5;1051;1;1303;172;2;634;1
"3133501";2887;435;6;1659;11;1690;290;2;995;5
"3133600";1585;174;3;949;2;1066;125;2;543;1
"3133709";973;260;10;1434;5;656;222;4;1079;1
"3133758";2259;224;9;1027;3;1231;127;2;505;2
"3133808";10193;1808;17;8120;13;8651;1536;13;6485;10
"3133907";534;149;NA;611;NA;259;110;NA;333;NA
"3134004";639;318;NA;1543;2;485;251;NA;1336;5
"3134103";775;123;NA;665;5;306;72;1;282;6
"3134202";10402;2232;42;8340;22;9285;2232;32;7393;17
"3134301";648;218;2;544;NA;404;212;2;383;NA
"3134400";3891;958;22;3572;13;2937;726;26;2798;1
"3134509";572;156;3;319;NA;268;117;NA;196;NA
"3134608";1086;690;7;2616;4;832;541;8;1946;2
"3134707";572;278;4;1603;4;414;198;2;1126;NA
"3134806";1369;79;1;471;1;637;52;1;207;NA
"3134905";3491;297;10;1456;7;2625;212;3;981;2
"3135001";266;148;5;305;1;89;103;1;201;NA
"3135050";1908;1411;4;4654;28;844;725;3;2529;9
"3135076";165;206;NA;541;NA;90;151;1;437;1
"3135100";2959;2626;28;7211;36;2426;2429;21;6532;33
"3135209";1982;2034;21;6799;54;1663;2208;29;6627;54
"3135308";514;69;NA;389;NA;271;49;1;249;NA
"3135357";492;83;NA;1115;2;309;46;3;810;1
"3135407";514;116;1;630;3;379;110;2;506;1
"3135456";115;161;1;572;1;129;277;NA;824;1
"3135506";960;340;3;1561;1;495;232;2;898;NA
"3135605";219;267;1;839;1;200;215;1;721;2
"3135704";354;206;1;884;4;167;112;1;521;1
"3135803";935;632;2;2831;8;854;504;4;2540;6
"3135902";749;77;1;325;3;516;36;NA;208;NA
"3136009";471;307;3;1689;2;444;241;1;1525;3
"3136108";279;108;NA;619;NA;185;91;1;399;NA
"3136207";5717;3009;13;7671;21;4268;2519;16;6012;22
"3136306";2769;1227;13;5115;4;2303;1016;23;4617;6
"3136405";133;122;NA;602;NA;108;88;NA;411;NA
"3136504";459;251;NA;1277;7;376;189;NA;914;NA
"3136520";142;103;5;548;NA;107;81;NA;398;NA
"3136553";145;114;NA;581;NA;131;85;NA;520;NA
"3136579";113;37;NA;540;NA;109;19;NA;418;NA
"3136603";394;193;NA;747;NA;250;143;NA;451;NA
"3136652";1409;895;5;2829;8;1407;936;8;3144;15
"3136702";56181;16659;154;30939;100;57846;19460;156;29429;124
"3136801";161;66;NA;533;1;98;58;NA;467;NA
"3136900";2076;82;3;520;NA;1006;38;1;283;1
"3136959";288;126;NA;777;NA;182;80;NA;401;NA
"3137007";417;425;5;1632;15;358;360;4;1470;22
"3137106";827;97;1;622;NA;634;61;NA;539;1
"3137205";4159;969;12;3183;8;4714;1191;14;4142;12
"3137304";178;109;1;429;NA;76;86;NA;329;NA
"3137403";1284;211;1;587;4;1116;254;4;648;NA
"3137502";2273;219;4;2032;3;1206;145;5;1156;NA
"3137536";682;179;1;1027;NA;546;140;NA;821;2
"3137601";4948;1870;24;7106;19;4617;1755;22;7062;22
"3137700";2080;571;NA;2431;NA;1158;249;NA;1159;NA
"3137809";2781;289;7;1190;NA;2183;239;8;884;2
"3137908";302;76;1;208;2;248;89;3;261;2
"3138005";695;126;1;185;NA;850;207;1;234;NA
"3138104";294;254;3;974;NA;170;174;3;687;NA
"3138203";10138;2970;46;6713;16;9422;3147;70;6397;20
"3138302";318;70;1;289;NA;242;62;1;227;NA
"3138351";167;98;NA;352;NA;219;115;NA;574;1
"3138401";4683;1788;6;3016;4;4276;2340;6;3068;10
"3138500";806;92;1;270;2;391;62;3;187;NA
"3138609";1832;407;6;1138;NA;1794;555;5;1138;2
"3138625";936;186;10;972;NA;485;113;6;612;NA
"3138658";517;128;1;1062;1;363;67;1;889;NA
"3138674";864;126;1;968;2;212;33;NA;233;2
"3138682";236;194;NA;728;1;132;175;1;513;4
"3138708";647;112;1;395;1;547;108;NA;314;NA
"3138807";1726;380;5;1508;NA;1417;342;9;1379;4
"3138906";228;96;1;846;1;285;85;NA;892;1
"3139003";4331;916;12;2499;10;2892;655;3;1792;1
"3139102";657;149;2;326;1;458;105;1;216;NA
"3139201";542;440;2;2160;1;554;465;8;2251;3
"3139250";642;159;5;694;3;377;63;2;408;NA
"3139300";666;782;4;1858;31;451;648;2;1657;20
"3139409";7933;2205;5;10082;5;5605;1523;11;5914;6
"3139508";1955;562;6;1741;2;1597;442;7;1342;1
"3139607";1822;540;2;3453;4;1364;419;8;2538;8
"3139706";646;166;NA;814;NA;342;112;NA;448;NA
"3139805";1207;416;NA;624;1;1325;531;2;663;NA
"3139904";2277;172;14;785;1;1026;116;9;387;1
"3140001";2910;2671;8;5566;15;2745;2620;26;5166;12
"3140100";107;143;1;528;NA;122;137;1;527;NA
"3140159";887;462;NA;1734;2;658;323;3;1373;1
"3140209";413;121;NA;271;NA;242;74;1;113;NA
"3140308";318;210;NA;563;NA;151;124;2;344;NA
"3140407";539;23;3;147;NA;345;14;NA;119;NA
"3140506";1343;287;2;1279;24;1138;186;1;1034;24
"3140530";847;243;1;996;1;379;87;NA;443;NA
"3140555";339;150;1;1001;1;330;115;NA;977;NA
"3140605";96;138;8;539;NA;60;152;6;419;NA
"3140704";2233;1068;10;3718;3;2100;1021;10;3688;10
"3140803";1213;456;1;1069;NA;1113;468;1;921;2
"3140852";205;456;1;802;6;167;472;1;795;3
"3140902";1337;534;2;1664;5;851;422;2;1389;3
"3141009";976;270;NA;1407;4;656;233;1;1080;4
"3141108";1718;1092;10;3840;3;1623;993;21;4001;10
"3141207";726;74;NA;337;NA;320;20;NA;99;NA
"3141306";537;74;NA;331;NA;257;50;1;178;NA
"3141405";826;299;1;2707;NA;713;276;1;2425;1
"3141504";345;157;NA;801;NA;300;88;1;547;1
"3141603";1040;226;NA;894;4;958;203;NA;740;1
"3141702";317;147;NA;619;NA;205;129;NA;423;1
"3141801";778;643;2;2544;1;749;659;4;2854;NA
"3141900";317;147;2;318;NA;227;146;NA;198;NA
"3142007";623;384;1;1715;4;386;239;5;1179;6
"3142106";1001;180;3;979;NA;650;124;NA;594;NA
"3142205";1833;316;NA;886;NA;1136;276;1;542;NA
"3142254";290;94;1;494;15;94;52;2;304;8
"3142304";464;176;NA;512;2;273;121;1;308;NA
"3142403";754;134;1;527;2;717;123;13;553;2
"3142502";75;58;NA;301;NA;62;38;2;289;1
"3142601";1021;153;2;667;1;662;90;NA;409;2
"3142700";661;426;7;1304;2;650;391;15;1337;5
"3142809";2225;454;13;1688;4;1684;404;10;1350;5
"3142908";1681;330;6;2781;NA;1014;234;3;1671;7
"3143005";2388;133;6;683;2;1246;64;5;367;NA
"3143104";5313;1005;39;4101;6;3954;780;15;3045;6
"3143153";170;64;1;639;NA;131;47;NA;402;NA
"3143203";2648;239;4;1503;1;2187;209;3;1178;2
"3143302";22009;10806;90;45750;93;18391;8387;90;39116;114
"3143401";3662;238;17;1190;2;2980;175;16;948;NA
"3143450";436;123;NA;1018;NA;212;42;NA;437;1
"3143500";851;204;NA;926;3;600;150;NA;699;1
"3143609";112;61;NA;350;1;66;48;NA;278;1
"3143708";90;87;1;417;NA;74;89;NA;359;NA
"3143807";1088;93;3;473;2;677;53;6;280;1
"3143906";10611;2348;12;8221;15;8747;2260;19;7183;8
"3144003";2492;563;4;4066;4;1034;261;3;1800;1
"3144102";4001;259;3;1130;4;2012;140;1;604;2
"3144201";79;79;2;248;1;92;104;NA;319;2
"3144300";1649;1093;4;4258;25;1430;863;4;3938;11
"3144359";241;286;NA;763;2;156;166;NA;565;1
"3144375";234;87;NA;465;NA;132;47;NA;334;NA
"3144409";1049;67;NA;180;NA;412;31;NA;75;NA
"3144508";812;239;2;703;NA;474;180;1;566;NA
"3144607";2500;742;5;1978;1;1579;639;8;1393;1
"3144656";505;151;3;1382;NA;324;87;2;863;NA
"3144672";143;58;NA;403;NA;137;62;NA;377;1
"3144706";879;792;1;1838;4;655;565;3;1488;5
"3144805";9812;2841;32;9324;16;7228;2584;29;7950;13
"3144904";157;191;NA;587;NA;82;80;NA;317;NA
"3145000";1285;377;17;1098;2;1036;282;9;991;5
"3145059";315;199;3;785;1;215;155;1;582;NA
"3145109";2733;121;3;970;2;1449;72;2;590;NA
"3145208";6405;2590;25;11467;19;5343;1904;47;9197;17
"3145307";721;751;7;2896;2;650;810;10;3227;7
"3145356";372;231;2;1476;4;280;156;6;1164;2
"3145372";256;69;NA;748;3;137;32;NA;373;NA
"3145406";288;69;NA;149;NA;124;37;NA;82;2
"3145455";234;204;2;778;1;134;109;1;480;NA
"3145505";365;87;NA;181;1;178;41;2;88;NA
"3145604";4156;1126;2;2345;4;3130;1185;9;2160;4
"3145703";271;45;NA;166;1;153;21;2;99;NA
"3145802";288;71;NA;352;1;162;46;NA;199;NA
"3145851";232;287;2;508;5;139;171;1;311;3
"3145877";675;196;2;1189;8;353;85;1;505;1
"3145901";3230;1206;19;3981;2;1937;744;17;2519;4
"3146008";5278;331;8;2011;7;3228;214;12;1165;3
"3146107";4125;3071;25;7022;18;3527;2661;30;6094;16
"3146206";196;236;NA;688;NA;149;201;NA;512;1
"3146255";108;40;NA;446;NA;214;49;1;779;NA
"3146305";533;296;2;1864;NA;674;334;2;2252;2
"3146404";502;62;4;341;NA;462;56;6;352;NA
"3146503";698;202;NA;426;1;913;258;NA;545;NA
"3146552";228;268;4;807;2;93;146;NA;429;2
"3146602";130;13;NA;115;NA;147;30;NA;146;NA
"3146701";548;206;4;319;1;527;243;1;296;5
"3146750";223;171;NA;887;1;229;164;NA;702;NA
"3146909";1033;393;1;1248;2;765;313;2;1017;2
"3147006";4383;3751;74;9971;26;3190;3092;53;8184;28
"3147105";8644;2013;27;8496;13;7392;1704;17;7185;11
"3147204";2884;321;7;1403;NA;1988;236;1;868;NA
"3147303";3591;207;3;856;5;2502;171;3;537;4
"3147402";1077;737;6;2627;3;1010;733;17;2562;2
"3147501";62;45;NA;195;NA;72;52;NA;184;NA
"3147600";2261;153;6;479;1;2134;131;6;422;2
"3147709";1371;181;NA;331;NA;914;193;2;270;NA
"3147808";345;46;NA;162;NA;211;35;1;90;NA
"3147907";12568;2427;44;7584;20;10335;2179;45;6055;17
"3147956";150;69;1;828;2;85;32;NA;506;NA
"3148004";17432;2647;74;13948;42;13631;2080;57;11176;34
"3148103";9920;1851;60;6840;15;6681;1499;35;4861;3
"3148202";538;128;1;567;NA;381;131;NA;448;NA
"3148301";798;318;1;873;3;436;222;2;441;NA
"3148400";106;110;NA;649;1;70;67;1;519;1
"3148509";224;169;1;801;1;312;218;5;998;4
"3148608";662;384;1;1989;NA;584;360;5;1646;NA
"3148707";666;363;2;2806;1;604;313;4;2697;1
"3148756";840;114;1;916;NA;206;42;1;246;NA
"3148806";301;123;2;365;NA;148;96;1;231;NA
"3148905";743;79;NA;321;1;243;29;NA;118;NA
"3149002";157;83;1;307;NA;151;51;1;253;NA
"3149101";1661;114;2;541;2;1121;78;1;369;NA
"3149150";480;332;1;1162;4;334;269;4;921;5
"3149200";356;68;NA;303;1;235;45;NA;216;NA
"3149309";3269;1841;11;6743;8;2918;1576;17;6251;17
"3149408";231;31;1;114;NA;196;51;NA;98;NA
"3149507";258;98;NA;154;NA;376;151;NA;253;NA
"3149606";344;101;NA;514;3;246;47;1;297;2
"3149705";1131;280;6;1340;3;724;141;1;841;1
"3149804";1852;338;14;1534;3;1053;191;8;946;3
"3149903";2693;738;3;1711;3;1333;417;NA;878;1
"3149952";200;300;3;854;12;136;194;NA;591;5
"3150000";114;149;2;386;NA;92;117;NA;413;2
"3150109";383;96;NA;200;1;203;63;1;142;NA
"3150158";764;166;1;1115;NA;427;81;NA;636;1
"3150208";211;206;NA;392;NA;143;116;NA;258;NA
"3150307";487;104;4;315;2;503;116;1;310;NA
"3150406";658;88;1;507;2;400;52;3;254;NA
"3150505";1050;154;1;648;2;888;124;2;443;2
"3150539";230;143;2;485;NA;143;154;2;481;2
"3150570";251;166;3;913;NA;145;129;2;668;NA
"3150604";910;166;NA;604;NA;512;103;4;315;NA
"3150703";551;141;1;424;3;461;85;2;390;4
"3150802";1104;664;2;1803;NA;714;442;3;1163;1
"3150901";1059;47;NA;333;NA;552;23;1;186;1
"3151008";1329;93;NA;627;2;762;41;NA;364;NA
"3151107";1238;338;2;684;1;894;370;1;717;1
"3151206";2018;1971;29;5893;11;1736;1704;23;5700;10
"3151305";1155;365;2;885;NA;841;342;5;724;2
"3151404";2415;614;1;1801;1;2328;563;9;1794;3
"3151503";4017;661;13;2387;6;3798;688;11;2217;7
"3151602";910;209;3;953;5;937;173;3;868;4
"3151701";3288;220;1;893;NA;1215;120;NA;381;1
"3151800";21501;2790;138;9140;25;19558;2535;112;7367;23
"3151909";787;195;2;1022;NA;520;97;NA;642;NA
"3152006";1713;976;18;2559;27;1778;1096;30;2938;23
"3152105";3937;2048;9;4789;7;3487;2167;11;4788;11
"3152131";109;117;1;422;NA;80;141;1;402;NA
"3152170";419;197;NA;1364;NA;324;157;2;1289;NA
"3152204";2465;988;9;5583;8;1279;533;6;2796;6
"3152303";968;273;4;1041;3;530;211;6;672;1
"3152402";454;412;2;1745;2;413;412;3;1610;1
"3152501";19746;2386;128;8429;28;16608;1991;88;6560;23
"3152600";1104;108;NA;401;NA;591;48;1;219;NA
"3152709";805;198;4;869;2;633;114;2;632;2
"3152808";2715;784;10;2759;1;1730;563;7;1879;9
"3152907";1411;172;NA;500;NA;834;123;NA;275;NA
"3153004";527;56;1;271;1;283;35;NA;182;NA
"3153103";534;170;NA;453;NA;304;92;1;224;1
"3153202";129;103;NA;522;NA;86;87;NA;388;NA
"3153301";68;71;NA;229;NA;84;133;NA;386;2
"3153400";1899;291;6;1976;14;1462;210;3;1447;12
"3153509";1399;170;2;789;NA;545;61;NA;283;NA
"3153608";511;353;6;1279;2;412;290;12;1093;3
"3153707";376;88;NA;293;NA;255;73;2;219;NA
"3153806";296;33;1;119;2;143;22;NA;62;1
"3153905";759;649;NA;1857;3;580;444;2;1300;1
"3154002";1993;567;1;2681;1;1359;488;5;1802;4
"3154101";1137;401;NA;462;NA;1089;398;NA;409;NA
"3154150";787;196;NA;835;2;376;113;1;481;NA
"3154200";1281;225;4;509;4;1270;336;8;623;4
"3154309";1124;347;2;1770;100;1091;367;2;1743;60
"3154408";477;68;2;371;4;361;50;NA;305;2
"3154457";362;216;NA;950;1;197;161;3;688;NA
"3154507";391;183;2;1063;2;236;113;2;768;2
"3154606";12815;12457;50;31804;86;12508;11707;68;31566;93
"3154705";292;139;NA;262;1;345;136;NA;295;NA
"3154804";475;389;1;1070;4;386;381;3;932;7
"3154903";722;516;4;1308;5;562;505;5;1059;1
"3155009";172;110;1;264;2;110;72;1;188;1
"3155108";270;162;NA;650;2;136;70;1;441;NA
"3155207";722;145;2;448;NA;380;105;1;259;2
"3155306";713;107;NA;579;NA;396;64;1;319;1
"3155405";875;263;5;490;NA;789;301;3;415;NA
"3155504";1787;334;12;1250;NA;1068;227;3;939;NA
"3155603";1719;302;4;4594;2;789;136;NA;1717;NA
"3155702";1030;630;NA;1403;2;663;500;4;1052;2
"3155801";2008;549;2;1226;3;1550;442;NA;995;3
"3155900";565;94;NA;384;1;496;129;1;365;NA
"3156007";426;365;NA;1836;1;245;271;NA;1201;NA
"3156106";597;46;NA;506;NA;454;28;NA;353;NA
"3156205";209;79;NA;190;NA;145;67;NA;147;NA
"3156304";878;251;1;831;NA;476;151;1;492;1
"3156403";388;67;1;265;NA;263;41;NA;181;1
"3156452";552;82;NA;640;NA;293;44;NA;277;NA
"3156502";294;111;2;901;1;190;45;NA;577;NA
"3156601";424;239;1;1253;NA;374;163;NA;945;1
"3156700";5721;5221;16;12138;30;5733;5101;30;11793;36
"3156809";546;497;3;1868;1;415;417;3;1451;1
"3156908";2947;490;9;1911;13;2374;447;8;1500;10
"3157005";2289;748;8;5338;8;1774;490;21;4206;13
"3157104";211;237;2;650;NA;182;195;1;630;NA
"3157203";1501;1004;6;2907;6;1369;1014;5;2787;5
"3157252";634;190;5;1151;1;376;102;7;597;3
"3157278";328;91;NA;229;1;269;80;1;210;2
"3157302";371;73;1;390;NA;343;56;NA;331;NA
"3157336";684;183;1;652;1;615;178;4;627;NA
"3157377";236;74;NA;448;2;190;41;2;462;2
"3157401";189;82;NA;725;1;98;44;NA;585;NA
"3157500";176;72;2;465;1;179;78;2;495;3
"3157609";131;124;1;485;NA;50;96;NA;348;1
"3157658";179;137;NA;627;147;164;105;1;499;66
"3157708";1603;222;8;1710;1;826;127;3;885;1
"3157807";9352;8557;39;20196;45;9525;8341;53;19772;55
"3157906";1420;407;1;2259;2;536;188;1;754;NA
"3158003";423;474;NA;958;1;327;462;NA;790;NA
"3158102";215;94;NA;575;3;235;64;NA;603;NA
"3158201";443;312;3;1493;1;472;280;8;1545;2
"3158300";715;160;2;585;1;446;114;1;325;NA
"3158409";364;98;1;239;NA;335;97;NA;193;NA
"3158508";403;155;1;1159;NA;245;103;7;702;NA
"3158607";228;179;5;265;NA;233;153;5;259;1
"3158706";197;52;5;204;3;153;36;5;121;3
"3158805";387;137;NA;410;2;306;94;NA;288;2
"3158904";635;224;1;1355;NA;257;112;NA;576;1
"3158953";2770;1367;10;5313;4;2104;1023;15;4113;3
"3159001";267;111;2;693;1;275;75;NA;531;1
"3159100";384;89;NA;350;1;182;84;1;213;2
"3159209";1813;108;6;384;3;803;81;NA;159;NA
"3159308";587;91;NA;285;NA;583;84;1;275;NA
"3159357";509;155;1;908;NA;291;103;NA;531;NA
"3159407";258;49;1;167;NA;395;82;1;248;NA
"3159506";639;151;2;752;7;258;69;1;320;4
"3159605";4934;623;21;2327;10;3939;522;10;1788;6
"3159704";422;76;NA;366;NA;166;33;NA;141;2
"3159803";1946;431;1;2254;7;1448;330;6;1858;3
"3159902";1185;567;4;1487;2;929;526;6;1289;2
"3160009";507;128;3;184;1;336;117;1;179;NA
"3160108";305;136;NA;498;NA;169;107;NA;284;NA
"3160207";41;120;1;426;NA;62;156;1;536;NA
"3160306";477;220;3;1315;9;383;168;5;1197;8
"3160405";3936;452;9;1812;3;2496;297;2;1148;NA
"3160454";431;153;NA;877;NA;263;49;NA;429;NA
"3160504";125;60;NA;216;NA;73;44;1;132;NA
"3160603";103;121;NA;450;NA;65;94;NA;277;NA
"3160702";4203;1248;4;3011;8;3534;1372;13;2542;NA
"3160801";327;169;NA;522;NA;161;116;1;301;1
"3160900";276;127;NA;405;NA;220;119;NA;344;NA
"3160959";440;98;1;703;2;240;62;1;397;1
"3161007";1158;624;3;1680;6;981;590;4;1594;3
"3161056";135;43;1;350;NA;211;58;5;447;NA
"3161106";1724;1645;24;5707;30;1197;1262;22;4862;24
"3161205";714;153;NA;488;1;444;143;4;341;NA
"3161304";563;111;1;637;NA;433;80;5;481;NA
"3161403";545;154;3;483;NA;288;90;2;234;NA
"3161502";970;289;2;932;6;791;225;2;724;1
"3161601";77;96;1;386;NA;113;138;1;452;NA
"3161650";244;75;NA;464;2;147;57;NA;292;NA
"3161700";522;230;NA;875;3;302;148;NA;611;NA
"3161809";1183;299;1;1004;6;857;203;3;763;2
"3161908";534;452;3;1144;3;351;446;4;1012;NA
"3162005";2371;387;16;1501;4;2347;368;8;1359;2
"3162104";3327;893;85;3692;6;2579;571;62;3176;4
"3162203";1185;104;2;545;1;640;55;1;276;NA
"3162252";200;100;4;614;NA;170;98;2;664;2
"3162302";520;20;NA;73;NA;461;21;1;47;2
"3162401";1110;762;5;3490;2;552;368;1;1613;1
"3162450";173;80;NA;410;1606;93;59;NA;347;832
"3162500";8971;1998;22;6269;12;8725;2267;21;6213;11
"3162559";1034;224;1;1525;1;430;110;NA;597;NA
"3162575";365;115;NA;736;NA;266;83;1;568;NA
"3162609";541;108;3;802;1;533;86;8;697;NA
"3162658";177;178;NA;555;NA;93;89;NA;347;NA
"3162708";1369;272;4;2860;3;935;180;4;2066;2
"3162807";640;306;1;1831;1;603;334;3;1900;2
"3162906";2466;659;2;1577;NA;2664;888;2;1587;3
"3162922";1556;992;8;3258;51;1250;790;11;2894;43
"3162948";1174;157;7;571;2;510;68;3;267;3
"3162955";1244;966;6;2674;6;1034;791;4;2238;11
"3163003";113;121;1;483;1;85;120;NA;394;NA
"3163102";408;115;1;555;3;281;73;1;302;1
"3163201";689;44;2;170;1;420;29;2;156;NA
"3163300";178;85;NA;484;NA;148;63;1;336;1
"3163409";304;272;2;646;NA;191;192;NA;377;NA
"3163508";294;147;2;874;1;177;84;4;627;2
"3163607";218;45;NA;266;NA;210;35;1;226;NA
"3163706";5612;681;14;2139;15;5866;711;20;2036;10
"3163805";556;189;1;573;2;376;158;1;421;NA
"3163904";857;63;1;257;NA;547;25;NA;158;NA
"3164001";370;285;3;581;NA;397;354;10;640;NA
"3164100";248;150;NA;757;1;148;99;NA;453;NA
"3164209";232;336;2;1111;3;159;331;3;778;3
"3164308";1163;128;2;513;1;595;69;NA;262;NA
"3164407";873;95;3;554;NA;417;52;4;234;NA
"3164431";620;53;NA;234;NA;193;12;NA;66;NA
"3164472";428;99;NA;890;2;299;53;1;506;1
"3164506";390;130;2;1476;1;242;75;NA;1033;NA
"3164605";953;162;NA;773;NA;576;99;1;532;NA
"3164704";9645;1065;24;5173;7;6630;811;21;3310;7
"3164803";74;43;NA;142;NA;73;35;NA;107;NA
"3164902";417;25;NA;77;NA;286;16;NA;61;NA
"3165008";1404;296;NA;812;2;867;226;NA;522;1
"3165107";898;148;NA;632;NA;422;73;1;271;NA
"3165206";876;154;5;561;8;661;136;2;396;5
"3165305";574;203;3;438;NA;555;248;2;476;2
"3165404";867;55;4;343;NA;769;34;3;251;NA
"3165503";265;107;1;750;NA;179;89;3;466;1
"3165537";2004;1372;9;3772;10;1523;966;11;3013;1
"3165552";192;361;1;1143;1;138;246;4;884;1
"3165560";176;83;1;312;NA;94;80;3;212;1
"3165578";869;65;14;295;NA;565;56;17;215;1
"3165602";203;103;NA;87;1;162;137;2;107;NA
"3165701";844;131;4;580;1;733;106;1;510;5
"3165800";331;27;NA;95;NA;258;25;NA;56;NA
"3165909";222;143;NA;560;NA;122;90;NA;364;NA
"3166006";617;152;2;393;NA;425;107;2;320;1
"3166105";152;114;NA;324;NA;126;115;1;284;NA
"3166204";1321;171;6;799;NA;801;142;5;477;1
"3166303";591;137;1;788;2;397;97;1;564;NA
"3166402";237;22;NA;144;NA;181;27;1;82;NA
"3166501";52;48;2;423;NA;84;88;NA;554;NA
"3166600";123;21;NA;106;NA;37;8;NA;43;NA
"3166709";317;224;1;779;3;307;207;3;834;NA
"3166808";1079;357;4;1146;1;597;218;1;616;1
"3166907";638;149;4;448;3;858;187;2;453;1
"3166956";279;139;NA;622;NA;106;74;NA;307;NA
"3167004";288;26;1;170;2;165;14;NA;88;NA
"3167103";549;667;2;2440;3;571;666;4;2413;2
"3167202";12413;6073;47;25329;28;10599;5182;53;22235;31
"3167301";251;34;NA;200;NA;222;46;NA;146;NA
"3167400";1108;83;8;373;2;599;58;2;206;NA
"3167509";245;105;NA;273;NA;153;93;NA;204;NA
"3167608";1504;388;5;3015;3;758;209;6;1132;2
"3167707";395;113;1;669;4;256;91;1;480;NA
"3167806";846;79;NA;312;1;596;77;NA;209;1
"3167905";506;126;2;315;NA;343;90;NA;169;2
"3168002";1954;688;6;3999;5;1514;433;5;3129;2
"3168051";382;95;NA;428;NA;138;42;NA;229;NA
"3168101";507;48;NA;332;1;338;26;NA;184;NA
"3168200";245;30;NA;185;NA;121;18;NA;58;NA
"3168309";282;141;2;540;NA;182;95;3;348;NA
"3168408";934;254;6;1309;2;965;257;5;1499;1
"3168507";1258;425;7;1178;1;794;298;6;770;1
"3168606";6430;4203;25;15132;63;5612;3696;28;14639;69
"3168705";5586;2720;24;7818;23;4616;2385;25;6830;15
"3168804";775;150;3;650;4;675;124;3;481;2
"3168903";978;104;2;582;NA;979;79;1;380;2
"3169000";1723;443;NA;1451;1;1191;342;NA;1008;NA
"3169059";850;24;2;129;NA;399;13;1;53;NA
"3169109";1007;49;3;400;1;861;31;4;244;2
"3169208";819;288;1;623;NA;705;294;1;571;NA
"3169307";6273;2193;19;5593;6;5310;2087;26;4850;5
"3169356";1533;717;7;3167;2;1385;655;12;3308;6
"3169406";5089;1345;19;4162;8;4095;1280;10;3286;3
"3169505";311;189;NA;765;4;239;144;1;603;4
"3169604";2654;486;8;2191;3;2273;407;9;1753;1
"3169703";985;326;4;2364;2;991;250;5;2511;NA
"3169802";776;68;17;335;NA;378;51;5;169;NA
"3169901";9454;2974;15;7987;35;8675;2857;33;7010;26
"3170008";390;390;16;1187;NA;278;403;17;923;NA
"3170057";1099;269;9;1597;9;638;163;5;876;6
"3170107";32607;7510;274;22549;71;33769;8278;213;22098;52
"3170206";67423;16764;499;54441;157;62038;16077;401;50175;172
"3170305";136;71;3;446;1;67;42;2;272;1
"3170404";6079;2123;47;9592;7;4610;1507;36;7537;14
"3170438";411;105;NA;409;1;243;59;2;278;1
"3170479";171;86;NA;459;NA;106;72;NA;373;NA
"3170503";523;485;NA;1301;NA;269;327;1;659;2
"3170529";379;360;1;2106;NA;212;183;2;931;NA
"3170578";330;127;3;608;1;296;154;1;688;1
"3170602";413;31;NA;171;NA;177;16;NA;68;NA
"3170651";230;38;NA;495;NA;181;27;NA;448;NA
"3170701";14695;3285;83;8919;21;11942;3037;64;7426;21
"3170750";489;129;1;807;12;351;106;NA;579;7
"3170800";1752;1296;13;4160;4;1305;1102;13;3363;3
"3170909";985;590;4;2456;2;588;320;4;1346;1
"3171006";1726;565;6;2472;2;996;337;5;1453;NA
"3171030";214;382;NA;635;4;167;458;4;656;3
"3171071";231;48;NA;615;NA;245;58;NA;722;NA
"3171105";472;90;NA;292;NA;261;75;NA;194;NA
"3171154";371;67;NA;642;NA;253;53;6;406;1
"3171204";5575;5012;24;12663;26;5346;4825;44;12464;31
"3171303";7110;2512;35;5633;25;6216;2481;41;4989;40
"3171402";425;66;NA;282;NA;364;43;2;237;1
"3171501";46;91;NA;260;2;98;145;1;458;NA
"3171600";435;542;1;1474;1;290;438;NA;1144;3
"3171709";1866;64;5;272;NA;892;54;NA;146;NA
"3171808";521;179;3;1134;NA;518;163;3;1224;1
"3171907";169;116;1;471;NA;212;186;NA;629;2
"3172004";3164;1056;7;3228;7;3136;1205;5;2962;4
