"code_muni";"dom_resp_h_branca";"dom_resp_h_preta";"dom_resp_h_amarela";"dom_resp_h_parda";"dom_resp_h_indigena";"dom_resp_m_branca";"dom_resp_m_preta";"dom_resp_m_amarela";"dom_resp_m_parda";"dom_resp_m_indigena"
"3172103";289;205;NA;281;NA;303;277;1;315;1
"3172202";453;21;NA;121;NA;206;14;NA;50;2
"3200102";3982;604;NA;3127;2;1825;333;1;1622;1
"3200136";874;165;NA;1374;3;423;80;NA;727;3
"3200169";777;338;7;1718;1;448;195;5;1109;NA
"3200201";3052;678;18;2222;6;2595;708;19;2066;2
"3200300";2239;145;2;944;NA;1081;119;1;667;2
"3200359";601;224;3;1013;NA;317;113;1;596;NA
"3200409";2532;663;4;3129;66;1808;450;5;2353;34
"3200508";639;237;5;595;2;498;232;4;532;2
"3200607";5590;1942;16;8862;890;4689;1635;14;8415;741
"3200706";888;303;2;945;1;638;288;NA;780;1
"3200805";2433;545;2;3089;8;1965;523;NA;2833;9
"3200904";3132;835;12;5926;7;1717;529;9;3899;7
"3201001";940;356;NA;1627;2;597;242;3;1278;2
"3201100";1113;316;NA;745;1;871;278;NA;689;1
"3201159";1206;301;8;1656;3;510;117;1;736;1
"3201209";17061;4859;13;16019;27;14933;4326;31;13708;21
"3201308";19574;10288;44;36176;99;18646;9329;49;35890;86
"3201407";5100;752;4;2475;5;3473;554;5;1865;1
"3201506";10348;2254;12;11154;19;9373;2159;11;10583;22
"3201605";1009;1146;5;2742;34;947;1134;3;2572;46
"3201704";1335;264;2;940;1;974;168;2;777;3
"3201803";749;144;1;444;3;322;57;2;182;3
"3201902";6130;484;4;2585;6;2632;172;1;1133;3
"3202009";895;178;NA;541;1;482;103;6;278;2
"3202108";1102;563;3;3532;1;685;333;6;2394;2
"3202207";1355;398;2;1938;9;998;344;3;1674;6
"3202256";1287;196;NA;1180;NA;615;84;1;620;NA
"3202306";2978;808;9;2243;9;2420;751;4;1735;8
"3202405";9102;3017;34;12284;77;8090;2692;25;11352;85
"3202454";2784;472;9;2869;6;1534;234;3;1385;3
"3202504";988;264;2;1067;14;690;219;1;990;14
"3202553";1242;160;NA;1035;1;535;75;2;342;1
"3202603";1748;102;NA;708;2;1305;90;1;683;2
"3202652";1547;336;2;1433;1;829;163;2;711;1
"3202702";1765;277;NA;1321;1;929;185;NA;787;1
"3202801";3213;595;2;3508;15;2840;577;8;3277;13
"3202900";1622;119;1;853;1;734;89;NA;497;NA
"3203007";3225;463;2;2763;1;2179;326;6;1756;2
"3203056";2258;1102;5;3254;14;1062;669;5;1873;15
"3203106";1111;307;8;888;6;952;312;3;776;4
"3203130";1318;254;3;1141;6;1078;239;1;1119;4
"3203163";2125;182;1;733;1;791;76;NA;302;1
"3203205";10615;4497;30;17162;153;8172;3483;23;14474;103
"3203304";696;273;6;1845;2;570;231;7;1376;1
"3203320";3790;594;2;3531;7;3361;577;9;3091;9
"3203346";2311;325;1;1527;2;1382;164;3;893;4
"3203353";1813;210;2;955;4;980;135;4;604;3
"3203403";2382;730;4;2298;1;1825;568;2;1634;6
"3203502";937;420;4;2312;5;762;350;3;2224;4
"3203601";280;183;1;800;1;210;131;NA;513;NA
"3203700";2001;366;2;2072;3;1054;197;3;1011;7
"3203809";1161;393;2;1135;3;917;372;1;1067;1
"3203908";4240;1022;6;5474;9;3044;790;5;4008;22
"3204005";1803;433;10;2556;5;887;218;2;1223;5
"3204054";833;649;3;2332;21;748;709;4;2485;22
"3204104";977;699;3;2838;4;856;542;4;2651;2
"3204203";1822;378;1;1922;10;1930;388;6;2043;2
"3204252";327;213;2;870;5;236;128;1;703;1
"3204302";965;402;4;1323;1;847;388;3;1187;2
"3204351";2284;389;1;2021;7;1117;171;5;930;1
"3204401";1387;135;1;971;3;848;106;2;675;2
"3204500";1986;240;NA;1118;3;829;149;2;625;3
"3204559";8043;339;2;1991;9;3188;168;3;968;5
"3204609";3184;337;2;1530;10;2232;238;3;1128;6
"3204658";846;167;NA;956;NA;458;107;NA;562;1
"3204708";3407;510;9;3521;6;2296;338;6;2536;4
"3204807";1106;358;NA;807;2;870;348;1;777;1
"3204906";6698;5067;42;13131;107;4926;4134;48;10996;101
"3204955";1754;164;1;918;1;738;79;NA;442;NA
"3205002";28685;17279;181;55491;310;24613;14426;180;50562;302
"3205010";1354;978;5;2901;10;872;655;12;2405;7
"3205036";2496;427;3;1601;1;1348;260;4;979;4
"3205069";2816;362;2;1732;2;2239;276;4;1464;6
"3205101";4193;1993;16;7460;35;3510;1732;18;6579;34
"3205150";1081;144;NA;920;1;584;79;NA;532;1
"3205176";1381;197;NA;1486;NA;754;125;NA;995;1
"3205200";38261;10652;146;40943;187;36131;10266;128;40257;210
"3205309";29961;7993;224;25110;148;28907;8978;160;27038;162
"3300100";13214;4032;82;14219;78;13448;3991;72;12934;76
"3300159";1359;198;NA;773;NA;1136;196;1;680;2
"3300209";9501;4052;27;11048;49;9084;4167;18;10167;49
"3300225";1143;315;4;692;2;997;389;3;685;2
"3300233";3377;1152;11;2967;33;3334;1206;9;2816;23
"3300258";2595;817;11;2201;23;2791;880;7;2206;13
"3300308";6662;3676;25;6556;19;6927;4455;26;6635;19
"3300407";14662;5391;44;12337;22;13588;5773;46;11036;21
"3300456";22638;17757;42;45348;64;25488;21262;64;48263;72
"3300506";3761;625;5;1472;3;3208;619;7;1176;4
"3300605";3364;1040;4;2468;5;3151;1105;8;2239;7
"3300704";17374;6785;61;17886;82;16480;6991;56;16217;97
"3300803";4100;1631;74;5951;14;3712;1535;37;5209;13
"3300902";1473;430;NA;1355;2;1166;415;2;960;2
"3300936";749;369;1;1435;5;701;429;2;1343;4
"3300951";512;358;2;637;1;447;401;4;654;2
"3301009";36726;14582;71;32471;77;39310;17812;75;34585;105
"3301108";1684;760;1;960;1;1677;1033;5;1166;1
"3301157";1239;293;1;997;2;1227;346;3;883;2
"3301207";1728;597;1;981;1;1667;723;4;980;2
"3301306";3599;1434;8;3697;11;3341;1466;6;3333;19
"3301405";1438;811;3;1910;4;1344;795;7;1587;6
"3301504";2062;631;3;1054;NA;2061;925;2;1221;2
"3301603";1173;311;1;540;NA;1072;420;NA;635;NA
"3301702";42205;28255;135;70749;153;45800;34806;216;75703;190
"3301801";967;297;2;1053;3;1092;388;8;981;2
"3301850";3555;1536;8;4124;9;3172;1942;6;4137;15
"3301876";2329;801;7;2207;9;2266;753;6;1923;11
"3301900";12932;7530;28;22643;50;12696;8415;31;22207;66
"3302007";6898;3686;102;10610;43;7198;3457;83;10176;43
"3302056";1319;252;2;1024;NA;1562;311;2;1129;NA
"3302106";3195;487;2;1252;1;2449;598;5;1059;NA
"3302205";9263;3141;23;8280;20;7680;3088;24;6955;18
"3302254";2833;851;16;2516;17;2318;805;11;2000;16
"3302270";3584;3540;22;8433;8;3793;4336;41;8346;13
"3302304";447;284;1;531;1;510;407;1;547;NA
"3302403";17715;8822;95;21305;106;16190;8865;91;19485;71
"3302452";497;278;NA;286;NA;369;265;NA;245;NA
"3302502";11842;7933;58;19753;62;12649;9820;99;20674;55
"3302601";2769;1113;6;3859;21;2968;1214;9;3804;13
"3302700";15396;4941;40;17174;76;14737;5403;35;15621;59
"3302809";1501;585;5;1274;7;1561;702;5;1275;6
"3302858";8665;6040;21;14414;35;10222;7363;13;15885;33
"3302908";2414;743;13;2049;4;2265;839;13;1909;5
"3303005";1956;1093;3;1766;3;1726;1339;1;1714;2
"3303104";1220;433;1;1311;5;1142;486;5;1091;6
"3303203";8731;4706;30;13401;28;10302;5977;39;13768;33
"3303302";51635;10693;219;27505;141;59772;14306;293;29800;167
"3303401";25480;3690;77;8975;30;25704;4167;61;8387;32
"3303500";42431;26248;139;66916;141;47816;32295;219;71349;140
"3303609";3050;1339;7;3483;7;3184;1508;6;3519;10
"3303708";3037;1308;9;2610;1;3407;1755;6;3070;4
"3303807";3419;924;29;3676;80;3592;888;27;3444;85
"3303856";2365;824;6;2740;3;2033;777;8;2114;14
"3303906";31426;6733;69;14362;42;33282;8159;61;14099;44
"3303955";1831;781;4;1594;3;1866;945;11;1776;4
"3304003";2119;951;5;1934;5;2096;1108;1;1866;6
"3304102";1300;597;17;1314;3;1234;674;17;1260;5
"3304110";1655;771;14;1657;5;1217;697;4;1166;4
"3304128";1084;403;4;1071;3;1031;453;2;982;2
"3304144";6652;5515;18;12238;14;7277;6699;28;12772;23
"3304151";1124;656;2;2051;2;1262;742;11;2262;12
"3304201";11752;3635;90;9438;33;11130;3494;70;8637;34
"3304300";4102;1747;18;4927;15;3877;1870;19;4610;11
"3304409";1655;398;4;1191;2;1721;391;3;1050;4
"3304508";584;360;7;537;NA;590;490;6;551;NA
"3304524";12872;4281;36;12929;61;12282;4547;36;11974;63
"3304557";507594;170808;2283;429965;1557;603094;227569;2520;491954;1878
"3304607";1068;388;NA;777;NA;770;379;1;601;5
"3304706";4494;1385;2;2689;3;3729;1277;4;2233;3
"3304755";4115;1148;2;4288;5;3352;1004;3;3365;6
"3304805";4162;983;3;2527;4;3957;968;8;2300;3
"3304904";59412;29571;105;81943;139;67667;36181;135;82849;214
"3305000";4020;526;NA;2455;4;4376;576;2;2505;2
"3305109";23107;16057;48;43128;68;25088;19005;89;42165;59
"3305133";591;179;1;708;NA;468;159;NA;578;NA
"3305158";3348;524;3;1287;5;1978;356;4;761;5
"3305208";8516;2967;6;9369;40;7433;2780;14;7196;35
"3305307";884;279;NA;420;NA;656;298;NA;392;NA
"3305406";1924;592;9;1275;2;1399;560;6;927;NA
"3305505";7416;2624;10;8320;17;6433;2473;18;6811;33
"3305554";4861;2559;29;7334;29;4948;2679;29;6831;27
"3305604";1286;762;2;2024;NA;1157;822;6;1832;5
"3305703";2273;323;1;821;1;1533;310;NA;626;1
"3305752";1541;957;5;3313;6;1525;1102;17;3092;2
"3305802";19095;3462;90;9585;37;19282;3703;83;9058;42
"3305901";998;268;1;727;3;896;341;2;660;2
"3306008";5656;2822;17;5366;5;5797;3362;14;5385;10
"3306107";5655;2170;24;4344;9;6255;2837;35;4574;20
"3306156";1047;275;6;782;2;692;219;6;595;3
"3306206";2523;1289;6;2299;3;2890;1566;5;2298;6
"3306305";23827;7972;92;17837;46;23307;8615;106;16151;52
"3500105";4671;325;202;2040;5;4272;304;144;1621;2
"3500204";406;43;2;270;5;541;41;3;338;1
"3500303";4200;517;33;2053;2;3000;377;21;1280;NA
"3500402";1170;93;3;417;NA;848;53;8;240;NA
"3500501";2442;149;10;732;2;2603;138;15;705;1
"3500550";949;85;18;443;3;750;81;11;378;NA
"3500600";507;27;19;90;1;416;16;7;70;NA
"3500709";4346;579;42;2470;12;3179;446;28;1850;10
"3500758";919;69;3;419;2;508;26;2;191;NA
"3500808";517;53;15;312;NA;455;63;7;302;2
"3500907";391;92;NA;404;1;207;27;1;156;NA
"3501004";2091;251;13;1225;2;1535;186;6;766;3
"3501103";563;34;10;240;NA;434;30;1;205;1
"3501152";1924;389;16;1539;1;1023;207;11;832;3
"3501202";619;45;7;299;NA;361;35;6;168;NA
"3501301";2717;423;139;1851;8;2447;392;108;1782;4
"3501400";278;80;1;204;NA;255;84;2;264;NA
"3501509";276;46;1;221;NA;242;60;NA;160;1
"3501608";35493;2708;432;12308;46;26978;1925;268;9024;51
"3501707";3012;683;11;2630;6;2505;514;14;2042;2
"3501806";878;81;9;378;NA;691;42;5;274;3
"3501905";8870;643;27;2728;10;9043;666;36;2470;7
"3502002";714;99;5;336;1;357;30;2;136;2
"3502101";5833;802;250;4515;8;5421;769;195;4122;3
"3502200";3992;213;17;1326;2;2171;122;9;640;3
"3502309";662;75;3;373;NA;566;63;2;314;1
"3502408";445;45;13;346;1;345;35;5;246;NA
"3502507";3440;401;14;1722;14;3641;428;15;1687;5
"3502606";563;55;5;254;1;471;39;4;224;NA
"3502705";1834;312;16;2215;4;1977;267;17;2193;6
"3502754";1829;518;13;1881;6;1432;292;7;1419;6
"3502804";23133;2899;1076;13085;41;21951;2777;892;11929;36
"3502903";4448;328;82;1756;9;3572;247;65;1266;6
"3503000";594;143;4;404;NA;467;85;3;307;NA
"3503109";674;88;3;398;NA;663;114;3;440;1
"3503158";262;81;2;190;NA;173;46;3;127;1
"3503208";30321;3907;405;12374;29;29733;4059;373;11296;46
"3503307";17429;1991;98;7065;20;14281;1556;87;5437;19
"3503356";280;25;3;189;51;90;6;NA;72;17
"3503406";1285;89;9;387;1;962;59;5;283;NA
"3503505";377;59;2;297;1;260;46;NA;188;1
"3503604";1045;156;3;729;NA;787;122;2;560;NA
"3503703";1211;85;2;417;NA;835;56;2;266;2
"3503802";5779;687;57;3941;12;4336;490;43;2804;5
"3503901";7548;1492;305;5855;25;6940;1444;219;5498;25
"3503950";209;15;5;142;NA;176;26;NA;106;1
"3504008";13624;978;149;4999;21;13167;867;125;4232;17
"3504107";19435;2093;849;8734;45;16365;1638;514;6820;42
"3504206";2063;146;17;924;1;1484;106;22;631;NA
"3504305";501;55;6;298;135;376;38;3;171;66
"3504404";777;153;9;725;NA;955;130;9;784;1
"3504503";11717;1031;223;4853;26;10536;907;157;4062;15
"3504602";3701;395;28;1783;5;2656;255;25;1107;4
"3504701";196;12;NA;79;3;144;28;1;79;NA
"3504800";1688;108;4;490;1;1051;72;1;294;NA
"3504909";1053;238;1;738;1;860;221;NA;600;NA
"3505005";435;19;5;122;19;552;13;3;154;18
"3505104";366;83;4;353;NA;655;113;4;533;NA
"3505203";4885;388;12;1418;4;3681;282;11;1067;1
"3505302";5135;429;21;1858;5;3825;316;12;1288;9
"3505351";369;73;5;482;2;351;64;3;527;NA
"3505401";562;108;10;722;7;403;114;1;648;2
"3505500";13747;2276;203;6476;11;14581;2369;195;6470;17
"3505609";2404;960;51;3101;10;1733;616;35;2277;11
"3505708";26291;5235;527;20593;51;29037;5278;402;22027;57
"3505807";1549;197;488;1870;6;1418;138;409;1460;5
"3505906";8424;866;29;3409;2;5738;675;15;2277;1
"3506003";45483;5453;1249;19109;117;44185;5479;1054;17937;123
"3506102";9879;1080;60;4308;7;8202;951;47;3507;4
"3506201";209;53;3;221;NA;188;46;2;208;NA
"3506300";1337;72;3;368;NA;1632;96;3;372;4
"3506359";4972;1367;114;5358;55;4636;1225;93;4919;38
"3506409";840;85;25;380;3;937;68;18;440;2
"3506508";15631;1484;301;8129;32;12164;1088;218;6291;42
"3506607";3283;434;266;2068;4;2496;326;138;1418;9
"3506706";1352;192;3;971;NA;1178;158;2;804;3
"3506805";1338;95;2;590;7;1390;91;1;566;NA
"3506904";1379;164;8;795;2;998;88;8;498;2
"3507001";8109;811;107;3652;11;5831;578;66;2540;16
"3507100";2396;326;55;1504;2;2098;238;31;1074;2
"3507159";421;33;NA;182;NA;336;34;2;167;NA
"3507209";102;15;1;65;NA;78;9;NA;51;1
"3507308";545;72;NA;281;2;454;52;1;227;1
"3507407";2208;137;18;688;NA;1732;123;9;568;1
"3507456";282;26;3;211;NA;238;37;2;161;6
"3507506";19177;1625;235;6785;33;18572;1684;213;6080;36
"3507605";21714;1839;419;8359;41;21761;1689;361;7220;45
"3507704";539;66;10;339;35;537;68;11;350;11
"3507753";245;56;14;340;NA;143;32;8;141;NA
"3507803";2935;278;17;1207;1;2998;275;8;1157;3
"3507902";3005;279;6;1248;8;2825;243;15;993;4
"3508009";2075;144;13;1091;1;2398;166;12;1070;2
"3508108";2220;225;19;1343;5;1730;163;16;973;5
"3508207";614;50;2;262;2;480;46;2;205;1
"3508306";507;40;NA;272;1;495;49;4;230;NA
"3508405";4258;806;80;3232;22;3765;560;65;2765;15
"3508504";11356;1303;126;6047;14;9318;1034;77;4395;8
"3508603";3442;424;17;1721;3;3301;418;15;1559;4
"3508702";2636;173;7;1029;2;1536;155;4;671;1
"3508801";2027;265;76;1275;1;1483;189;44;888;1
"3508900";415;58;15;408;NA;284;30;6;251;NA
"3509007";8725;1902;58;6315;29;8060;1772;41;5754;34
"3509106";405;63;8;448;1;353;41;3;370;2
"3509205";8000;1826;70;6833;17;7690;1562;64;6561;19
"3509254";2337;360;39;2726;7;1985;229;30;2197;6
"3509304";1317;132;1;644;2;899;73;2;442;3
"3509403";3227;301;8;1604;3;2181;189;3;1094;3
"3509452";799;37;5;332;3;681;38;3;292;5
"3509502";130303;21074;2902;62924;337;128910;21444;2350;59184;302
"3509601";7798;1340;88;4774;19;7250;1157;80;4239;10
"3509700";5466;348;57;1960;9;6131;316;40;1815;10
"3509809";693;71;3;366;2;444;20;1;210;NA
"3509908";1219;188;23;911;30;1096;136;19;761;16
"3509957";404;41;3;323;NA;385;76;NA;343;NA
"3510005";4342;289;13;1640;5;3200;190;7;1211;1
"3510104";475;19;3;149;1;326;13;4;113;NA
"3510153";645;128;5;522;6;392;91;3;284;2
"3510203";5908;316;162;2628;15;4720;244;109;1946;5
"3510302";2823;120;12;931;3;2358;85;8;783;2
"3510401";5592;881;24;2422;3;5237;855;13;2165;7
"3510500";13216;2109;248;8806;67;13568;1979;178;8452;78
"3510609";29425;8651;250;29534;102;30758;8722;231;29080;96
"3510708";1332;182;28;951;5;1051;156;10;886;3
"3510807";3659;397;10;1459;4;2796;337;12;1083;4
"3510906";467;47;NA;183;1;276;24;NA;78;NA
"3511003";1504;294;30;1813;10;1561;297;25;1842;1
"3511102";16231;1499;129;5635;28;14169;1418;124;4828;14
"3511201";848;48;2;473;1;712;55;NA;371;2
"3511300";1746;162;6;659;3;1405;148;4;520;4
"3511409";2829;217;21;1067;1;2274;162;4;824;2
"3511508";6211;430;31;2186;9;5127;289;24;1593;4
"3511607";2642;137;12;909;4;1816;80;6;533;2
"3511706";1974;183;5;903;1;1471;135;3;664;1
"3511904";615;117;12;506;2;696;90;9;517;3
"3512001";2250;290;25;1357;2;1498;209;12;913;6
"3512100";489;163;25;521;1;498;161;21;529;NA
"3512209";2894;376;40;1598;5;2533;349;34;1624;6
"3512308";2417;138;14;661;2;1849;107;8;398;NA
"3512407";2603;330;4;1243;1;2857;330;12;1154;1
"3512506";624;72;8;331;5;539;69;4;368;2
"3512605";513;27;8;245;1;526;49;6;278;1
"3512704";611;58;NA;259;2;365;33;1;133;1
"3512803";6384;1308;61;4604;12;4743;944;30;3593;6
"3512902";1090;111;6;437;3;1028;109;3;481;1
"3513009";23506;5440;640;19393;72;23085;4766;543;18461;75
"3513108";3852;396;22;1582;3;3486;365;27;1617;4
"3513207";1072;235;8;715;3;693;95;10;431;2
"3513306";302;16;3;182;1;189;6;2;121;NA
"3513405";9574;1103;35;4009;13;8011;1011;17;3014;11
"3513504";6635;2615;34;9495;21;7782;2713;35;10740;33
"3513603";3119;188;9;1699;3;2280;151;14;1113;NA
"3513702";4361;343;20;1600;4;3629;260;10;1175;5
"3513801";28969;8514;497;30372;69;33672;9267;422;32965;97
"3513850";233;9;2;126;1;151;7;2;111;NA
"3513900";1927;71;2;441;2;1366;50;1;328;4
"3514007";848;185;3;862;8;498;106;NA;567;NA
"3514106";2591;228;4;1074;6;3418;277;7;1249;3
"3514205";276;26;6;137;NA;284;17;NA;142;NA
"3514304";1199;88;1;305;NA;1106;83;2;319;NA
"3514403";5631;425;247;2609;4;4996;385;187;2617;7
"3514502";1387;157;33;752;9;1536;153;28;732;4
"3514601";914;157;3;724;NA;831;108;2;556;1
"3514700";795;84;3;462;NA;544;58;2;335;1
"3514809";1028;355;16;1402;8;656;294;7;811;24
"3514908";1364;149;9;916;1;2104;218;11;1197;NA
"3514924";457;30;2;178;NA;342;23;1;150;1
"3514957";378;22;NA;149;NA;242;12;NA;93;NA
"3515004";14071;6390;210;20310;56;16643;7262;156;22908;72
"3515103";5189;1249;122;5262;15;5386;1153;81;4926;21
"3515129";304;43;11;239;NA;313;33;8;228;NA
"3515152";1988;399;12;1730;5;1279;224;4;1238;5
"3515186";6554;467;17;1569;5;4402;378;9;978;3
"3515194";472;53;2;263;NA;399;46;3;244;1
"3515202";1230;108;14;580;2;1011;79;6;442;NA
"3515301";201;33;4;210;1;228;26;9;258;1
"3515350";454;142;3;814;2;499;151;6;950;NA
"3515400";2441;106;22;650;2;2300;113;15;573;2
"3515509";10242;811;193;4147;10;8288;646;103;3170;14
"3515608";1038;62;6;292;2;598;43;4;192;1
"3515657";244;16;10;118;1;125;11;2;87;NA
"3515707";12061;4316;77;14048;44;12670;4351;85;13777;49
"3515806";169;22;4;162;NA;120;14;1;118;NA
"3515905";518;28;3;143;1;311;22;3;95;NA
"3516002";1317;153;46;1004;2;931;110;20;733;1
"3516101";293;36;2;194;NA;305;41;NA;182;1
"3516200";42383;5541;167;19963;50;38458;5196;168;15978;55
"3516309";9060;4176;34;14111;34;10955;4397;46;14858;25
"3516408";9940;3071;51;10404;16;11782;3232;36;10793;22
"3516507";364;32;16;162;NA;291;21;2;183;NA
"3516606";653;88;13;448;NA;686;98;14;447;1
"3516705";4649;657;131;2688;8;4320;595;112;2358;7
"3516804";310;38;2;177;1;404;47;NA;267;NA
"3516853";409;76;3;326;NA;409;74;3;342;NA
"3516903";1558;144;7;866;NA;877;89;2;474;2
"3517000";800;146;29;686;NA;896;142;22;687;NA
"3517109";488;49;10;289;NA;397;54;NA;265;NA
"3517208";982;184;34;805;2;987;162;30;811;1
"3517307";320;63;31;418;NA;482;104;37;606;NA
"3517406";4617;790;213;2956;4;3219;570;125;2210;5
"3517505";2566;323;11;1434;8;2033;212;5;1143;2
"3517604";1542;130;46;1855;1;1331;64;30;1160;NA
"3517703";1809;482;17;1323;NA;1387;459;23;1182;2
"3517802";1021;127;75;692;NA;516;65;41;404;NA
"3517901";1161;200;15;824;3;875;171;9;656;1
"3518008";251;35;1;114;NA;258;31;2;116;NA
"3518107";556;71;14;473;NA;588;89;13;497;1
"3518206";3220;411;146;2429;5;2825;365;109;2139;5
"3518305";3804;507;108;2208;15;2614;348;49;1424;12
"3518404";13824;1393;95;6766;16;12831;1447;82;5511;10
"3518503";1782;117;11;829;3;1227;53;1;491;3
"3518602";3023;726;15;3204;3;2473;692;15;2748;7
"3518701";18821;5595;180;23548;114;20808;5557;187;24574;125
"3518800";99824;24038;2496;87892;371;113121;24992;2282;95614;305
"3518859";531;112;42;476;1;673;108;56;552;2
"3518909";437;83;2;403;NA;356;64;6;280;NA
"3519006";652;84;11;621;3;928;111;13;882;3
"3519055";1776;143;27;999;1;1366;100;6;743;2
"3519071";19670;4766;210;17668;59;18041;4206;166;15988;56
"3519105";1338;111;10;620;3;1226;98;12;539;1
"3519204";555;62;21;455;2;599;52;20;495;NA
"3519253";514;71;1;370;1;453;62;NA;363;1
"3519303";2966;524;9;2273;6;2770;452;7;2077;8
"3519402";1819;103;14;623;1;1329;80;5;428;1
"3519501";824;68;5;341;1;779;71;2;311;1
"3519600";7749;779;49;3286;13;7083;575;33;2648;9
"3519709";7855;932;446;5072;16;6981;732;253;4057;18
"3519808";706;142;7;587;4;603;91;7;451;NA
"3519907";811;46;5;392;NA;1096;53;6;499;NA
"3520004";2488;389;8;1518;4;2198;334;6;1247;5
"3520103";2524;468;19;2104;NA;2401;475;14;1855;NA
"3520202";1364;186;12;746;7;1000;115;4;493;NA
"3520301";2969;358;102;2767;53;2290;258;52;1955;36
"3520400";3240;606;26;2686;25;3184;525;39;2359;27
"3520426";1491;216;28;1011;11;1359;179;22;944;6
"3520442";2910;408;107;2250;6;2073;297;49;1606;5
"3520509";31534;3191;797;14502;42;26416;2420;550;11273;36
"3520608";592;83;NA;312;1;531;72;5;322;1
"3520707";485;52;6;300;1;448;44;2;327;NA
"3520806";435;56;13;335;1;246;21;5;203;1
"3520905";1676;206;6;863;3;1396;147;5;581;2
"3521002";3557;582;23;2389;3;2862;433;10;1937;4
"3521101";844;117;4;458;2;582;62;3;321;NA
"3521150";897;83;14;488;2;612;43;4;301;1
"3521200";184;144;2;489;6;157;110;NA;368;1
"3521309";1679;314;9;1451;1;964;158;7;760;NA
"3521408";2849;340;13;1284;1;1977;215;8;853;3
"3521507";1131;72;2;443;NA;543;35;NA;237;NA
"3521606";654;95;43;474;NA;548;91;34;421;NA
"3521705";2068;122;13;834;2;2429;107;9;937;NA
"3521804";2690;202;60;1402;1;2711;191;40;1374;NA
"3521903";2765;147;9;839;2;1776;96;8;572;2
"3522000";534;35;1;216;4;342;16;1;158;NA
"3522109";10264;2091;152;8035;88;10841;2143;120;8145;112
"3522158";166;60;1;451;NA;165;46;3;370;NA
"3522208";10470;3717;194;12981;64;10854;3695;170;12375;65
"3522307";20103;1177;385;7858;35;17596;1037;260;6083;29
"3522406";11143;727;127;4865;10;10354;600;84;3866;7
"3522505";14215;4906;102;20075;21;16372;5302;76;20860;23
"3522604";10700;867;55;3313;9;8193;703;33;2330;3
"3522653";452;42;1;472;NA;287;19;1;285;NA
"3522703";5791;316;29;1886;5;4921;331;21;1703;2
"3522802";2037;86;43;565;13;1761;107;37;565;9
"3522901";1591;192;3;734;1;1387;201;2;642;NA
"3523008";277;46;5;362;NA;303;66;1;463;NA
"3523107";22728;8153;234;30658;111;22848;7633;161;29591;80
"3523206";6299;358;45;2113;14;5606;317;26;1744;13
"3523305";1223;297;95;1422;25;1124;205;50;1210;13
"3523404";14166;1704;176;6475;13;13601;1628;142;5843;11
"3523503";2168;268;5;972;1;1696;160;3;757;4
"3523602";1677;216;7;828;1;1285;181;9;592;2
"3523701";602;143;4;436;1;413;74;3;328;1
"3523800";1047;106;5;577;1;706;107;2;361;NA
"3523909";20166;2447;224;10178;35;16342;2074;128;7956;23
"3524006";6551;1104;142;4588;11;6208;799;89;4195;7
"3524105";4382;660;75;2546;2;3632;602;68;2066;5
"3524204";715;122;3;498;6;484;102;3;344;2
"3524303";10104;1082;150;3978;4;7764;948;125;3238;7
"3524402";27179;3247;512;12978;46;26249;2950;366;11519;43
"3524501";779;93;5;440;2;807;91;6;417;1
"3524600";1547;204;18;1591;3;1322;110;11;1018;6
"3524709";7312;668;71;3368;6;6581;595;45;2814;3
"3524808";7187;456;217;2635;5;5754;368;151;2307;3
"3524907";876;60;9;404;2;609;55;3;279;1
"3525003";8456;2423;117;8819;18;9828;2565;93;9674;26
"3525102";4698;759;36;2998;8;3723;559;22;2122;5
"3525201";3870;504;47;2944;7;3085;368;45;2086;11
"3525300";17776;1511;73;5375;15;17014;1596;71;5084;17
"3525409";413;118;3;336;1;210;69;3;164;1
"3525508";1704;125;13;711;3;1536;59;11;503;1
"3525607";504;120;4;413;NA;264;51;2;187;1
"3525706";4333;336;15;1784;2;4699;318;23;1826;2
"3525805";256;51;9;339;NA;394;61;6;445;1
"3525854";416;62;NA;184;NA;234;19;1;86;NA
"3525904";59086;5281;1003;19801;64;54816;4822;744;17552;73
"3526001";2189;209;103;1418;5;1801;164;66;1193;4
"3526100";1527;254;73;1733;10;1200;190;46;1304;7
"3526209";2648;402;43;2010;9;2755;350;14;1775;8
"3526308";903;50;5;328;1;574;29;1;203;1
"3526407";3231;353;29;1232;2;2932;344;12;1152;1
"3526506";545;76;35;336;NA;461;52;12;322;1
"3526605";775;97;7;479;NA;627;80;4;325;1
"3526704";12309;1194;64;5439;11;10880;1108;45;4708;14
"3526803";8699;788;42;3592;11;6561;528;33;2573;4
"3526902";35996;3982;275;15102;40;32563;3664;197;12615;34
"3527009";947;72;11;274;NA;983;59;4;241;NA
"3527108";8533;1292;314;5026;14;7549;1168;287;4249;11
"3527207";9894;1303;77;5047;20;8490;1108;64;4013;17
"3527256";238;39;2;140;NA;211;29;3;110;NA
